dir,date,result,note
/data2/lpearce/ReflectXGasGiantModelGrid/ReflectXGasGiantModelGrid-Jupiter-Tstar3000-Rstar0.2-Teq19-sep10.0-rad1.0-mass1.0-mh3-co0.5-phase120,2023-6-29-3:16:5,FAILED,Many points in your profile went off the grid. Try re-starting from a different guess profile. Parametrized profiles can work better sometime as guess profiles. 
/data2/lpearce/ReflectXGasGiantModelGrid/ReflectXGasGiantModelGrid-Jupiter-Tstar3000-Rstar0.2-Teq19-sep10.0-rad1.0-mass1.0-mh3-co1.5-phase140,2023-6-29-3:17:14,FAILED,Many points in your profile went off the grid. Try re-starting from a different guess profile. Parametrized profiles can work better sometime as guess profiles. 
/data2/lpearce/ReflectXGasGiantModelGrid/ReflectXGasGiantModelGrid-Jupiter-Tstar3000-Rstar0.2-Teq19-sep10.0-rad1.0-mass1.0-mh3-co1.5-phase120,2023-6-29-3:16:19,FAILED,Many points in your profile went off the grid. Try re-starting from a different guess profile. Parametrized profiles can work better sometime as guess profiles. 
/data2/lpearce/ReflectXGasGiantModelGrid/ReflectXGasGiantModelGrid-SuperJup-Tstar3000-Rstar0.2-Teq34-sep3.0-rad0.9-mass5.0-mh1-co1.5-phase45,2023-6-29-4:5:18,FAILED,Many points in your profile went off the grid. Try re-starting from a different guess profile. Parametrized profiles can work better sometime as guess profiles. 
/data2/lpearce/ReflectXGasGiantModelGrid/ReflectXGasGiantModelGrid-SuperJup-Tstar3000-Rstar0.2-Teq34-sep3.0-rad0.9-mass5.0-mh1-co1.5-phase90,2023-6-29-4:6:53,FAILED,Many points in your profile went off the grid. Try re-starting from a different guess profile. Parametrized profiles can work better sometime as guess profiles. 
/data2/lpearce/ReflectXGasGiantModelGrid/ReflectXGasGiantModelGrid-SuperJup-Tstar3000-Rstar0.2-Teq34-sep3.0-rad0.9-mass5.0-mh1-co1.5-phase120,2023-6-29-4:9:18,FAILED,Many points in your profile went off the grid. Try re-starting from a different guess profile. Parametrized profiles can work better sometime as guess profiles. 
/data2/lpearce/ReflectXGasGiantModelGrid/ReflectXGasGiantModelGrid-SuperJup-Tstar3000-Rstar0.2-Teq34-sep3.0-rad0.9-mass5.0-mh1-co1.5-phase140,2023-6-29-4:10:37,FAILED,Many points in your profile went off the grid. Try re-starting from a different guess profile. Parametrized profiles can work better sometime as guess profiles. 
/data2/lpearce/ReflectXGasGiantModelGrid/ReflectXGasGiantModelGrid-SuperJup-Tstar3000-Rstar0.2-Teq19-sep10.0-rad0.9-mass5.0-mh1-co0.5-phase0,2023-6-29-4:13:23,FAILED,Many points in your profile went off the grid. Try re-starting from a different guess profile. Parametrized profiles can work better sometime as guess profiles. 
/data2/lpearce/ReflectXGasGiantModelGrid/ReflectXGasGiantModelGrid-SuperJup-Tstar3000-Rstar0.2-Teq19-sep10.0-rad0.9-mass5.0-mh1-co0.5-phase45,2023-6-29-4:14:8,FAILED,Many points in your profile went off the grid. Try re-starting from a different guess profile. Parametrized profiles can work better sometime as guess profiles. 
/data2/lpearce/ReflectXGasGiantModelGrid/ReflectXGasGiantModelGrid-SuperJup-Tstar3000-Rstar0.2-Teq19-sep10.0-rad0.9-mass5.0-mh1-co0.5-phase90,2023-6-29-4:17:50,FAILED,Many points in your profile went off the grid. Try re-starting from a different guess profile. Parametrized profiles can work better sometime as guess profiles. 
/data2/lpearce/ReflectXGasGiantModelGrid/ReflectXGasGiantModelGrid-SuperJup-Tstar3000-Rstar0.2-Teq19-sep10.0-rad0.9-mass5.0-mh1-co0.5-phase120,2023-6-29-4:18:50,FAILED,Many points in your profile went off the grid. Try re-starting from a different guess profile. Parametrized profiles can work better sometime as guess profiles. 
/data2/lpearce/ReflectXGasGiantModelGrid/ReflectXGasGiantModelGrid-SuperJup-Tstar3000-Rstar0.2-Teq34-sep3.0-rad0.9-mass5.0-mh1-co1.5-phase0,2023-6-29-4:2:43,FAILED,Many points in your profile went off the grid. Try re-starting from a different guess profile. Parametrized profiles can work better sometime as guess profiles. 
