HD40307_f 12.9363 19.0936 3.76362 2.13 394.914
GJ514_b 7.61778 55.3967 0.241199 2.13 6619.31
61Vir_b 8.50332 5.90369 318.842 2.11 0.515684
HD20794_d 6.00278 58.2897 5.61193 2.04 27.3389
HD20794_e 6.00278 84.794 2.65194 2.03 122.049
GJ682_b 5.00671 15.9786 0.312478 1.93 631.701
GJ887_b 3.29 20.6687 7.96127 1.88 0.369817
tauCet_e 3.60304 149.318 1.71173 1.81 25.8983
GJ667C_c 7.24396 17.2558 0.877364 1.77 5459.94
HD85512_b 11.281 23.0476 2.48344 1.72 1239.71
HD96700_c 25.4111 5.54876 69.4323 1.69 1061.15
HD136352_b 14.682 6.56586 111.647 1.664 47.2023
Wolf1061_c 4.30592 20.6692 1.2889 1.66 71.6875
L98-59_e 10.6194 6.75179 2.19261 1.56 45004.5
HD215152_e 21.5974 7.13836 12.6183 1.51 7937.56
GJ273_b 5.92154 15.3847 1.05914 1.51 95.8223
GJ667C_f 7.24396 21.5352 0.563314 1.45 26051.8
GJ667C_e 7.24396 29.4038 0.302163 1.45 81222.9
HD20794_b 6.00278 20.1074 47.1613 1.45 1.88143
HD20794_c 6.00278 33.9176 16.5747 1.35 17.4854
GJ3323_c 5.37484 23.517 0.168852 1.32 118023
GJ3323_b 5.37484 6.10623 2.50451 1.23 7605.34
Wolf1061_b 4.30592 8.70894 7.26001 1.21 24.7155
tauCet_h 3.60304 67.443 8.39049 1.19 6.31158
tauCet_g 3.60304 36.9133 28.0089 1.18 0.628919
GJ1061_c 3.67278 9.52957 1.38632 1.18 1254.66
GJ393_b 7.03149 7.68258 9.20218 1.17 307.017
GJ1061_d 3.67278 14.7028 0.582388 1.16 5345.75
Ross128_b 3.37454 14.6983 1.47244 1.11 932.855
GJ1061_b 3.67278 5.71774 3.85089 1.1 1187.14
ProximaCen_b 1.30119 37.2736 0.65844 1.08 33.7617
GJ273_c 5.92154 6.15836 6.60998 1.06 107.339
YZCet_d 3.71207 7.68035 2.69777 1.03 13809.6
